id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
38251780,https://www.airbnb.com/rooms/38251780,20241225160317,2024-12-25,city scrape,LucMoon BnB Ledeberg,"This room is rented for a longer period. The period can be discussed with the owner.  The number of people who can stay here is a maximum of 8. <br />There is no possibility to use a private kitchen. In addition, there is a kettle, Nespresso machine,...<br />In the room, there is a TV. <br />In the bathroom there is a walk-in shower and bath available. Located near the city center of Ghent, 8 minutes via public transport. Stops of tram and bus stop at 100 meters. 1 kilometer from E17 and E40.",On Sunday mornings there is a market 100 meters from the BnB. There are several places to eat and drink within walking distance.,https://a0.muscache.com/pictures/97947fc5-b0b0-4a80-9863-0f289bc689c9.jpg,193703180,https://www.airbnb.com/users/show/193703180,Luc,2018-06-05,"Ho Chi Minh City, Vietnam","",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Gent, Vlaanderen, Belgium",Ledeberg,,51.03548,3.74414,Private room in home,Private room,8,2.0,2 shared baths,4,8,"[""Smoke alarm"", ""Fire extinguisher"", ""Heating"", ""Hangers"", ""TV"", ""Shampoo"", ""Wifi""]",$100.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,23,53,83,358,2024-12-25,16,0,0,2019-09-20,2021-05-15,4.38,4.38,4.63,4.5,4.38,4.06,4.19,,t,3,0,3,0,0.25
38289776,https://www.airbnb.com/rooms/38289776,20241225160317,2024-12-25,city scrape,LucMoon BnB Ledeberg 4,"This room is rented for a longer period. The period can be discussed with the owner.  The number of people who can stay here is a maximum of 8. <br />There is no possibility to use a private kitchen. In addition, there is a kettle, Nespresso machine,...<br />In the room, there is a TV. <br />In the bathroom there is a walk-in shower and bath available. Located near the city center of Ghent, 8 minutes via public transport. Stops of tram and bus stop at 100 meters. 1 kilometer from E17 and E40.",,https://a0.muscache.com/pictures/977d3327-f1a8-48af-89a9-5dee8a5aaee5.jpg,193703180,https://www.airbnb.com/users/show/193703180,Luc,2018-06-05,"Ho Chi Minh City, Vietnam","",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,,Ledeberg,,51.03504,3.74292,Private room in rental unit,Private room,4,2.0,2 shared baths,0,5,"[""Essentials"", ""Smoke alarm"", ""Fire extinguisher"", ""Heating"", ""Hangers"", ""TV"", ""Shampoo"", ""Wifi""]",$100.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,30,60,90,365,2024-12-25,1,0,0,2019-11-03,2019-11-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,3,0,3,0,0.02
38320217,https://www.airbnb.com/rooms/38320217,20241225160317,2024-12-25,city scrape,LucMoon BnB Ledeberg 3,"This room is rented for a longer period. The period can be discussed with the owner.  The number of people who can stay here is a maximum of 8. <br />There is no possibility to use a private kitchen. In addition, there is a kettle, Nespresso machine,...<br />In the room, there is a TV. <br />In the bathroom there is a walk-in shower and bath available. Located near the city center of Ghent, 8 minutes via public transport. Stops of tram and bus stop at 100 meters. 1 kilometer from E17 and E40.",,https://a0.muscache.com/pictures/d1327d8e-7bfd-45ed-a090-563907f3f618.jpg,193703180,https://www.airbnb.com/users/show/193703180,Luc,2018-06-05,"Ho Chi Minh City, Vietnam","",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dbc63668-cede-42d5-8ee3-9533f10bb37a.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,,Ledeberg,,51.03561,3.7441,Private room in rental unit,Private room,2,2.0,2 shared baths,0,1,"[""Essentials"", ""Smoke alarm"", ""Fire extinguisher"", ""Heating"", ""Hangers"", ""TV"", ""Shampoo"", ""Wifi""]",$60.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,30,60,90,365,2024-12-25,1,0,0,2019-11-24,2019-11-24,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,t,3,0,3,0,0.02
38344954,https://www.airbnb.com/rooms/38344954,20241225160317,2024-12-25,city scrape,Master Bedroom in Ghent (8 min. from center),"Welcome to our house near the waterside in Ghent. We are situated in a quiet area with easy access to the city center and the train stations  (tram stop is 1 minute away). <br /><br />We offer towels, soap, and laundry service. In our kitchen you'll find coffee, tea, cooking herbs, olive oil, pots and pans, utensils. All are free to use.<br /><br />This is a family-owned house with 2 Airbnb rooms.","This entire city area has been renovated by the city government to include a new shopping center, housing projects, public schools, cultural venues, etc. Our street has just been renovated. The wobbly and narrow pavement has been replaced by a broad and flat one, and we all have a small facade garden now. Also the tramway and the parking spaces are brand-new.<br /><br />Within 500 m of our house:<br />• Belfius Bank ATM <br />• Q8 Gas station<br />• Tram & Bus stops<br />• Dok Noord Shopping Center: <br />- Supermarket<br />- Pharmacy<br />- Fitness<br />- Coffee<br />- Sports Bar",https://a0.muscache.com/pictures/1628dd41-eb8c-401f-8cd3-8b02250a7b74.jpg,184247171,https://www.airbnb.com/users/show/184247171,Nadine,2018-04-14,"Evergem, Belgium","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/02bf78af-a2fd-4cc2-8bfa-50a780ef44a1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02bf78af-a2fd-4cc2-8bfa-50a780ef44a1.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Gent, Vlaanderen, Belgium",Wondelgem,,51.06991,3.72814,Private room in home,Private room,2,1.5,1.5 baths,1,1,"[""Dishes and silverware"", ""Canal view"", ""Room-darkening shades"", ""Coffee"", ""Central heating"", ""Paid street parking off premises"", ""Books and reading material"", ""Coffee maker"", ""Bed linens"", ""Bosch refrigerator"", ""Cooking basics"", ""Blender"", ""First aid kit"", ""Baking sheet"", ""Waterfront"", ""Free washer \u2013 In building"", ""Drying rack for clothing"", ""Hot water"", ""Miele electric stove"", ""Wine glasses"", ""Smoke alarm"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Shower gel"", ""Iron"", ""Bluetooth sound system"", ""Kitchen"", ""Dishwasher"", ""Self check-in"", ""Freezer"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hangers"", ""Portable fans"", ""Cleaning products"", ""Board games"", ""Pocket wifi"", ""Douce Nature shampoo"", ""Mosquito net"", ""Microwave"", ""Ethernet connection"", ""Ariete oven"", ""Hot water kettle"", ""Conditioner"", ""Smart lock"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Ecover body soap"", ""Wifi""]",$51.00,3,30,3,3,30,30,3.0,30.0,,t,13,32,62,135,2024-12-25,123,25,1,2019-12-01,2024-11-30,4.72,4.76,4.76,4.81,4.91,4.55,4.66,,f,2,0,2,0,1.99
38345272,https://www.airbnb.com/rooms/38345272,20241225160317,2024-12-25,city scrape,Cozy Bedroom in Ghent (8 min. from center),"Welcome to our house near the waterside in Ghent. We are situated in a quiet area with easy access to the city center and the train stations  (tram stop is 1 minute away). <br /><br />We offer towels, soap, and laundry service. In our kitchen you'll find coffee, tea, cooking herbs, olive oil, pots and pans, utensils. All are free to use.<br /><br />This is a family-owned house with 2 Airbnb rooms.","This entire city area has been renovated by the city government to include a new shopping center, housing projects, public schools, cultural venues, etc. Our street has just been renovated. The wobbly and narrow pavement has been replaced by a broad and flat one, and we all have a small facade garden now. Also the tramway and the parking spaces are brand-new.<br /><br />Within 500 m of our house:<br />• Belfius Bank ATM <br />• Q8 Gas station<br />• Tram & Bus stops<br />• Dok Noord Shopping Center: <br />- Supermarket<br />- Pharmacy<br />- Fitness<br />- Coffee<br />- Sports Bar",https://a0.muscache.com/pictures/2464474c-b3c6-4684-a75a-b22d4901a45b.jpg,184247171,https://www.airbnb.com/users/show/184247171,Nadine,2018-04-14,"Evergem, Belgium","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/02bf78af-a2fd-4cc2-8bfa-50a780ef44a1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/02bf78af-a2fd-4cc2-8bfa-50a780ef44a1.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Gent, Vlaanderen, Belgium",Sluizeken - Tolhuis - Ham,,51.06857,3.72943,Private room in home,Private room,2,1.0,1 shared bath,1,2,"[""Dishes and silverware"", ""Canal view"", ""Room-darkening shades"", ""Coffee"", ""Central heating"", ""Paid street parking off premises"", ""Books and reading material"", ""Coffee maker"", ""Bed linens"", ""Bosch refrigerator"", ""Cooking basics"", ""Blender"", ""First aid kit"", ""Baking sheet"", ""Waterfront"", ""Free washer \u2013 In building"", ""Drying rack for clothing"", ""Hot water"", ""Miele electric stove"", ""Wine glasses"", ""Smoke alarm"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Shower gel"", ""Iron"", ""Bluetooth sound system"", ""Kitchen"", ""Dishwasher"", ""Self check-in"", ""Freezer"", ""Free dryer \u2013 In building"", ""Hair dryer"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hangers"", ""Portable fans"", ""Cleaning products"", ""Board games"", ""Pocket wifi"", ""Douce Nature shampoo"", ""Mosquito net"", ""Microwave"", ""Ethernet connection"", ""Ariete oven"", ""Hot water kettle"", ""Conditioner"", ""Smart lock"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Ecover body soap"", ""Wifi""]",$51.00,3,30,3,3,30,30,3.0,30.0,,t,14,30,60,133,2024-12-25,119,19,0,2019-12-01,2024-11-01,4.73,4.81,4.8,4.83,4.88,4.48,4.72,,f,2,0,2,0,1.93
38506115,https://www.airbnb.com/rooms/38506115,20241225160317,2024-12-25,city scrape,Ghent - the place to be The Cactus Room 2pax,"This guesthouse is located in the lively Brugse Poort neighbourhood in the city of Ghent.<br />Super cozy room on the second floor, it’s the perfect base for a weekend away.<br />1.8km from the centre of the city, an easy walking distance along the canal or 5 mins with the bike or public transportation.<br />Communal kitchen, dining, living, bathroom and courtyard.<br />Owned by an Australian, shared with other Airbnb guests.<br />Note - The city of Ghent charges a tax of €3 per person per night.",,https://a0.muscache.com/pictures/airflow/Hosting-38506115/original/48a67ac6-e5ef-4c5a-afac-ade31e28034f.jpg,272913310,https://www.airbnb.com/users/show/272913310,Ayesha,2019-07-02,"Ghent, Belgium","",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/883a21a3-6038-4b87-b559-bdad8172848e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/883a21a3-6038-4b87-b559-bdad8172848e.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,Brugse Poort - Rooigem,,51.06294250488281,3.699800968170166,Private room in home,Private room,2,1.0,1 shared bath,1,1,"[""Dishes and silverware"", ""Oven"", ""Backyard"", ""Coffee maker"", ""Cooking basics"", ""Stove"", ""Refrigerator"", ""Hot water"", ""Smoke alarm"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Microwave"", ""Smoking allowed"", ""Carbon monoxide alarm"", ""Lockbox"", ""Wifi""]",$48.00,3,21,3,3,1125,1125,3.0,1125.0,,t,19,49,79,354,2024-12-25,3,0,0,2019-10-26,2020-02-17,5.0,4.67,4.67,4.67,5.0,5.0,4.67,,f,5,0,5,0,0.05
38563377,https://www.airbnb.com/rooms/38563377,20241225160317,2024-12-25,city scrape,Loft attic with roof terrace and small pool,"A quiet and beautiful loft with private roof terrace and a small pool, within walking distance of nature and city center","The Loft is located in a quiet area, there is no through traffic. Stores close-by. You can walk to the Keizerspark with its giant plane trees in 5 minutes. The street leads onto the Scheldepad to the Gentbrugse Meersen. In 7 minutes you cycle along the water to the city center.",https://a0.muscache.com/pictures/miso/Hosting-38563377/original/ad85a9a3-9302-4a61-b2c4-aa4acfe0eeb8.jpeg,42959643,https://www.airbnb.com/users/show/42959643,Greta,2015-08-31,"Ghent, Belgium","",within a few hours,100%,94%,f,https://a0.muscache.com/im/pictures/user/398deb70-faac-4ef4-8e69-e833d449b80c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/398deb70-faac-4ef4-8e69-e833d449b80c.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Oud Gentbrugge,,51.04426,3.7458,Entire loft,Entire home/apt,3,1.5,1.5 baths,1,2,"[""Dishes and silverware"", ""Oven"", ""Coffee"", ""Central heating"", ""Books and reading material"", ""Bed linens"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Stove"", ""Blender"", ""First aid kit"", ""Refrigerator"", ""Private patio or balcony"", ""Baking sheet"", ""Paid parking on premises"", ""Private entrance"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Outdoor furniture"", ""Children\u2019s books and toys"", ""Freezer"", ""Laundromat nearby"", ""Hair dryer"", ""Toaster"", ""Outdoor dining area"", ""Private outdoor pool - available seasonally, open 24 hours"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Board games"", ""Garden view"", ""Host greets you"", ""Microwave"", ""Hot water kettle"", ""Clothing storage"", ""Extra pillows and blankets"", ""Wifi""]",$110.00,2,182,2,2,182,182,2.0,182.0,,t,21,47,77,167,2024-12-25,75,25,2,2022-08-16,2024-12-15,4.96,4.97,4.99,4.99,4.99,4.77,4.95,,f,1,1,0,0,2.61
38611254,https://www.airbnb.com/rooms/38611254,20241225160317,2024-12-25,city scrape,Artist's Loft,"Set in a townhouse in the heart of historical Ghent, a 10-minute walk from the Belfry, St Bavo’s Cathedral and Gravensteen’s castle, you can find the Artist’s Loft. Located in an old ‘cité’ recently renovated by Monument services, and decorated with original works of art, this loft offers painting and drawing facilities as well as free WiFi. It features two levels with a seating area on each, and coffee and tea facilities, micro-wave and minibar on the top level.",,https://a0.muscache.com/pictures/miso/Hosting-38611254/original/be384d1c-182a-49e9-858a-06024d238387.jpeg,83766425,https://www.airbnb.com/users/show/83766425,Erik,2016-07-14,"Ghent, Belgium","",within a day,90%,29%,f,https://a0.muscache.com/im/pictures/user/e408bcd0-14a6-4aa5-9db7-9bd278e43369.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e408bcd0-14a6-4aa5-9db7-9bd278e43369.jpg?aki_policy=profile_x_medium,,7,8,"['email', 'phone']",t,t,,Elisabethbegijnhof - Papegaai,,51.0474,3.7189,Entire townhouse,Entire home/apt,2,1.0,1 bath,1,1,"[""Essentials"", ""Hot water"", ""Fire extinguisher"", ""Microwave"", ""Heating"", ""Coffee maker"", ""Bed linens"", ""Hangers"", ""TV"", ""Shampoo"", ""Hair dryer"", ""Wifi""]",$140.00,2,14,2,2,14,14,2.0,14.0,,t,26,56,86,361,2024-12-25,1,0,0,2022-12-29,2022-12-29,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,f,4,2,2,0,0.04
38779697,https://www.airbnb.com/rooms/38779697,20241225160317,2024-12-25,city scrape,The Future House 2.0 Apt 101,"This apartment is part of The Future House. A uniquely designed building for yoga and meditation practices, and fitness and wellness (near future) in a landscaped park of 1 ha. The building works on green energy and is fully digitalised. Within 10 min of the centre of Ghent. Public transport less than 100m. Bakery, Newspapers, Post office, Pharmacist within 100m. Supermarkets: Delhaize, Colruyt, Lidl all in walking distance (500m). The owners live next door.","The Future House is part of a landscaped park with in total 10 homes build by award winning architects, interior architects and landscape architects.",https://a0.muscache.com/pictures/e5774e7e-c060-47fa-9582-96fbd1c6dc3d.jpg,3438311,https://www.airbnb.com/users/show/3438311,Andre,2012-09-01,"Ghent, Belgium","Proud young Granddad of 10 and Dad of 4.
Happily married for 44 years now.
Entrepreneur and Impact investor
Keen sailor
Love Architecture, Arts and Music, good food
Great traveler and globetrotter

",within an hour,100%,95%,t,https://a0.muscache.com/im/users/3438311/profile_pic/1346496543/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3438311/profile_pic/1346496543/original.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Ghent, East Flanders, Belgium",Wondelgem,,51.09281921386719,3.716136932373047,Entire condo,Entire home/apt,4,1.0,1 bath,1,3,"[""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Books and reading material"", ""Bed linens"", ""Pack \u2019n play/Travel crib"", ""Private patio or balcony"", ""Cooking basics"", ""First aid kit"", ""Refrigerator"", ""Baking sheet"", ""Shampoo"", ""Private entrance"", ""Hot water"", ""Wine glasses"", ""Sonos Bluetooth sound system"", ""Smoke alarm"", ""Siemens stainless steel electric stove"", ""Long term stays allowed"", ""Heating"", ""Shower gel"", ""Iron"", ""Kitchen"", ""Dishwasher"", ""Siemens stainless steel oven"", ""Self check-in"", ""Coffee maker: espresso machine"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Hair dryer"", ""Essentials"", ""Dining table"", ""Park view"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Garden view"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Pocket wifi"", ""Paid resort access"", ""Crib"", ""High chair"", ""Free street parking"", ""Microwave"", ""Keypad"", ""Ethernet connection"", ""Hot water kettle"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Body soap"", ""Wifi""]",$135.00,7,120,7,7,120,120,7.0,120.0,,t,29,59,89,269,2024-12-25,25,5,0,2020-01-01,2024-10-24,4.92,4.88,4.96,4.88,4.92,4.76,4.76,,f,4,4,0,0,0.41
38813297,https://www.airbnb.com/rooms/38813297,20241225160317,2024-12-25,city scrape,"M/S Carpe-Diem ""Cargo Hold"" - Loft on a Barge","M/S Carpe-Diem, ""Seize-the-Day"", is a barge built in 1951.  The ship is moored in the old docklands of Ghent and has been transformed into an exceptional, eco-friendly home.<br />The ship's cargo hold has been renovated into a contemporary, loft-like residence of 65 square meter, with all modern comfort, including an outdoor pool with jet stream.<br /> The cargo hold accommodates maximum 4 people, with two separate bedrooms with double beds.  Ideal for tourists and expatriate professionals.",,https://a0.muscache.com/pictures/9fe2f6c2-e843-478d-9269-afa1903670c7.jpg,49858029,https://www.airbnb.com/users/show/49858029,Filip,2015-11-25,"Evergem, Belgium","Hello, I am Filip, father of two beautiful daughters and husband to an exceptional wife.

A few years ago, we bought an old ship in a flash of absolute lack of sense of reality. In the meantime, we have renovated the ship and transformed it into a modern home. Feel free to view the photos; the ship is the ideal base camp for exploring the city of Ghent and Flanders.

Travel safely ... and maybe see you soon in Ghent.

Filip & Co.",within a day,100%,89%,t,https://a0.muscache.com/im/pictures/user/5c1425ea-f123-4e2e-9669-2339654aaab5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5c1425ea-f123-4e2e-9669-2339654aaab5.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,,Muide - Meulestede - Afrikalaan,,51.06409,3.73794,Houseboat,Entire home/apt,4,1.0,1 bath,2,2,"[""Dishes and silverware"", ""Oven"", ""Room-darkening shades"", ""Outdoor shower"", ""Books and reading material"", ""Bed linens"", ""Coffee maker"", ""Private patio or balcony"", ""Cooking basics"", ""Stove"", ""First aid kit"", ""Refrigerator"", ""Waterfront"", ""Private entrance"", ""River view"", ""Hot water"", ""Drying rack for clothing"", ""Wine glasses"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Outdoor furniture"", ""Freezer"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Toaster"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Fire extinguisher"", ""Hangers"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Record player"", ""Harbor view"", ""Sonos sound system"", ""Host greets you"", ""Microwave"", ""Private pool"", ""HDTV with Netflix, DVD player"", ""Bathtub"", ""Hot water kettle"", ""AC - split type ductless system"", ""Paid parking lot off premises"", ""Wifi""]",$170.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,21,29,29,29,2024-12-25,32,7,0,2019-12-23,2024-09-08,4.97,4.97,4.94,4.94,4.97,4.84,4.88,,f,1,1,0,0,0.52
39119293,https://www.airbnb.com/rooms/39119293,20241225160317,2024-12-25,city scrape,Modern Spacious Apartment in Ghent's Vibrant Heart,"Step into your perfect retreat in the heart of Ghent, where families, friends, and explorers find their haven. Our spacious apartment, accommodating up to 6 guests across 2 bedrooms, invites you to revel in the city's medieval charm while indulging in modern comfort. Immerse yourself in the rich history of Ghent, as national landmarks, museums, and stunning gothic architecture unfold just steps away.","With so many historical, educational, and outdoor attractions, you will never be bored in this medieval city! <br />*History & Culture*<br />Make sure to reserve at least a few days to visit and learn more about Gent’s deep history and cultural landmarks! We recommend visiting Google’s top-rated Gravensteen attraction – a 10th century majestic castle built in a moat offering a stunning backdrop of the city. Why not also visit the historic city centre and admire the fascinating Gothic and Romanesque architecture? Saint Bavo’s Cathedral and Saint Nicholas’ Church are prominent examples of this architectural style, along with an intricately detailed interior. For art enthusiasts, the Museum voor Schone Kunsten (Museum of Fine Arts) is a must-see, containing thousands of exhibitions and preserved pieces of art from the late Middle Ages all the way up to the first half of the 20th century. Other notable mentions include the Museum of Contemporary Art, Korenlei, and Kasteel van Ooidonk.<br /",https://a0.muscache.com/pictures/7f682520-9de0-4eee-b981-2feda19f72af.jpg,500015281,https://www.airbnb.com/users/show/500015281,Stephen,2023-02-07,,"",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/90803351-c962-48ce-bf82-b696ef777bf0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/90803351-c962-48ce-bf82-b696ef777bf0.jpg?aki_policy=profile_x_medium,,14,16,"['email', 'phone']",t,t,"Gent, Vlaanderen, Belgium",Binnenstad,,51.05623,3.72373,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2,3,"[""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Oven"", ""Books and reading material"", ""Bed linens"", ""Cooking basics"", ""Stove"", ""Coffee maker: Nespresso"", ""Crib - available upon request"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Hot water"", ""Elevator"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Iron"", ""TV"", ""Dishwasher"", ""Self check-in"", ""Children\u2019s books and toys"", ""Standalone high chair - available upon request"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Hangers"", ""Paid parking off premises"", ""Microwave"", ""Carbon monoxide alarm"", ""Lockbox"", ""Wifi""]",$230.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,19,49,76,166,2024-12-25,164,33,2,2019-11-03,2024-12-16,4.8,4.86,4.79,4.77,4.87,4.98,4.74,,t,2,2,0,0,2.62
39125548,https://www.airbnb.com/rooms/39125548,20241225160317,2024-12-25,city scrape,Unique Duplex with Urban Terrace,"Experience urban living in our spacious Ghent duplex for 6, near historical landmarks and cultural attractions. Boasting  2 bedrooms, one and a half bathrooms and a private terrace, top amenities, and a serene yet central location, it's perfect for families or groups seeking a comfortable city adventure with a relaxing outdoor escape.","With so many historical, educational, and outdoor attractions, you will never be bored in this medieval city! <br />*History & Culture*<br />Make sure to reserve at least a few days to visit and learn more about Gent’s deep history and cultural landmarks! We recommend visiting Google’s top-rated Gravensteen attraction – a 10th century majestic castle built in a moat offering a stunning backdrop of the city. Why not also visit the historic city centre and admire the fascinating Gothic and Romanesque architecture? Saint Bavo’s Cathedral and Saint Nicholas’ Church are prominent examples of this architectural style, along with an intricately detailed interior. For art enthusiasts, the Museum voor Schone Kunsten (Museum of Fine Arts) is a must-see, containing thousands of exhibitions and preserved pieces of art from the late Middle Ages all the way up to the first half of the 20th century. Other notable mentions include the Museum of Contemporary Art, Korenlei, and Kasteel van Ooidonk.<br /",https://a0.muscache.com/pictures/dc36ac69-2592-4659-acc4-c3b9a2f315b6.jpg,498851152,https://www.airbnb.com/users/show/498851152,Tony,2023-01-31,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/f935c7a3-8be9-4d8e-ba7d-5e1efb1a7345.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f935c7a3-8be9-4d8e-ba7d-5e1efb1a7345.jpg?aki_policy=profile_x_medium,,11,11,"['email', 'phone']",t,t,"Gent, Vlaanderen, Belgium",Binnenstad,,51.05651,3.72322,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2,3,"[""Pack \u2019n play/Travel crib - available upon request"", ""Dishes and silverware"", ""Oven"", ""Bed linens"", ""Private patio or balcony"", ""Cooking basics"", ""Stove"", ""Coffee maker: Nespresso"", ""Crib - available upon request"", ""First aid kit"", ""Refrigerator"", ""Shampoo"", ""Hot water"", ""Elevator"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Iron"", ""TV"", ""Self check-in"", ""Standalone high chair - available upon request"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Paid parking off premises"", ""Microwave"", ""Smart lock"", ""Carbon monoxide alarm"", ""Wifi""]",$203.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,19,49,74,162,2024-12-25,190,35,2,2019-11-03,2024-12-08,4.84,4.87,4.77,4.9,4.89,4.95,4.82,,t,1,1,0,0,3.03
